Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Quality_Category,Taste_Categories,Quality_Label_High Quality,Quality_Label_Low Quality,Quality_Label_Medium Quality,Category_Aromatic,Category_Complex,Category_Full-bodied,Category_Lingering,Category_Smooth,Category_Sour,Category_Sweet
Arabica,Taiwan,2012,green,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Colombia,2013,blue-green,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2012,unknown,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,2,"['Sour', 'Full-bodied']",False,False,True,0,0,1,0,0,1,0
Arabica,Mexico,2012,green,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2010,unknown,Unknown,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Indonesia,2017,unknown,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2016,green,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,2,"['Sweet', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,1
Arabica,Brazil,2016,green,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2015-2016,green,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2015,blue-green,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,2,"['Sweet', 'Smooth', 'Aromatic']",False,False,True,1,0,0,0,1,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2013,green,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,United States (Hawaii),2012,blue-green,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Vietnam,2012,green,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,United States (Hawaii),2012,green,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2011,unknown,Unknown,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,2,"['Sweet', 'Lingering', 'Smooth', 'Complex']",False,False,True,0,1,0,1,1,0,1
Arabica,Honduras,2017,green,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Honduras,2016,green,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2016,green,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Tanzania,2015,green,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Laos,2015,blue-green,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Malawi,2014,blue-green,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Taiwan,2013,green,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Thailand,2013,green,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2013,green,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.0,2,"['Sweet', 'Full-bodied', 'Smooth']",False,False,True,0,0,1,0,1,0,1
Arabica,Honduras,2014,green,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2013,green,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Taiwan,2012,blue-green,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Brazil,2012,blue-green,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.0,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2012,green,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2012,blue-green,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2012,green,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2012,green,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2012,green,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.0,2,"['Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,0,0
Arabica,Colombia,Unknown,unknown,Unknown,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Honduras,2017,green,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,81.92,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2016-2017,green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,El Salvador,2014,green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,81.92,2,[],False,False,True,0,0,0,0,0,0,0
Arabica,Guatemala,2015,green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Tanzania,2014,green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Nicaragua,2013,green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,81.92,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Zambia,2014,unknown,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,81.92,2,"['Sweet', 'Full-bodied', 'Smooth']",False,False,True,0,0,1,0,1,0,1
Arabica,Honduras,2012,green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Taiwan,2012,green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2013,green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,unknown,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,81.92,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,81.92,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Brazil,2012,green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2010,unknown,Unknown,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2016,green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2016,green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Indonesia,2015,green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,2,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic']",False,False,True,1,0,1,0,0,1,1
Arabica,Guatemala,2015,green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2015-2016,green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,81.83,2,"['Sweet', 'Full-bodied']",False,False,True,0,0,1,0,0,0,1
Arabica,Brazil,2015-2016,green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Myanmar,2015,green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2015,green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Honduras,2015,green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2015,green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Taiwan,2014,green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,2,"['Sweet', 'Full-bodied', 'Smooth']",False,False,True,0,0,1,0,1,0,1
Arabica,Indonesia,2014,unknown,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Malawi,2014,green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2014-2015,green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,2,"['Sweet', 'Full-bodied', 'Smooth']",False,False,True,0,0,1,0,1,0,1
Arabica,Honduras,2014,green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2014,green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2013,blue-green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,United States (Hawaii),2012,blue-green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,1,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex']",True,False,False,1,1,1,1,0,1,1
Arabica,Brazil,2012,blue-green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,1,"['Full-bodied', 'Aromatic']",True,False,False,1,0,1,0,0,0,0
Arabica,Guatemala,2013,green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,2,"['Smooth', 'Aromatic']",False,False,True,1,0,0,0,1,0,0
Arabica,Mexico,2012,green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,81.83,2,"['Sweet', 'Aromatic']",False,False,True,1,0,0,0,0,0,1
Arabica,Mexico,2012,green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2011,unknown,Unknown,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Colombia,2011,unknown,Unknown,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,United States (Hawaii),Unknown,unknown,Unknown,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,2,"['Sweet', 'Full-bodied', 'Lingering', 'Complex']",False,False,True,0,1,1,1,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Vietnam,2014,blue-green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Tanzania,2014,blue-green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Brazil,2013,blue-green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,81.75,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,81.75,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,unknown,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,81.75,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Colombia,2011,green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Colombia,Unknown,unknown,Unknown,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2017-2018,green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Honduras,2016,blue-green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Tanzania,2016,green,Unknown,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Nicaragua,Unknown,green,Unknown,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Colombia,2016,unknown,Unknown,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,81.67,2,"['Sweet', 'Lingering', 'Aromatic', 'Complex']",False,False,True,1,1,0,1,0,0,1
Arabica,Brazil,2015-2016,green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Tanzania,2013,green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Brazil,2014-2015,green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Indonesia,2013,blue-green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Honduras,2014,green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2013,green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2014,green,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,81.67,2,"['Sweet', 'Sour', 'Lingering', 'Complex']",False,False,True,0,1,0,1,0,1,1
Arabica,Taiwan,2013-2014,green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Taiwan,2013-2014,green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2013,green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2012,green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,81.67,2,"['Sweet', 'Sour']",False,False,True,0,0,0,0,0,1,1
Arabica,Mexico,2012,green,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,81.67,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Mexico,2012,green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,81.67,2,"['Sweet', 'Smooth', 'Aromatic']",False,False,True,1,0,0,0,1,0,1
Arabica,United States (Hawaii),2012,green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Honduras,2018,blue-green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Guatemala,2017,green,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Taiwan,2016,blue-green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Costa Rica,2015,green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,81.58,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Tanzania,2014,green,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Malawi,2014,green,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
Arabica,Taiwan,2014,unknown,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,2,"['Full-bodied', 'Smooth']",False,False,True,0,0,1,0,1,0,0
Arabica,Brazil,2013-2014,blue-green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,2,"['Sweet', 'Smooth']",False,False,True,0,0,0,0,1,0,1
Arabica,Guatemala,2013,green,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,81.58,2,['Sweet'],False,False,True,0,0,0,0,0,0,1
